#Fusion Events Log:
#evnt, fam1, fam2, gen, spliceLoc
0	4	0	1	75
1	3	13	3	157
2	4	7	0	52
3	15	15	2	179
4	15	13	3	248
5	18	11	2	167
6	15	2	0	106
7	17	1	0	247
8	13	6	4	135
9	1	4	1	59
10	10	5	2	239
11	8	12	4	158
12	5	13	2	180
13	10	6	4	207
14	5	0	0	179
15	17	2	1	244
16	12	10	3	102
17	0	1	3	233
18	10	13	0	62
19	6	12	0	207
20	13	16	2	73
21	0	1	0	67
22	13	1	0	186
23	5	16	2	72
24	4	15	0	119
25	13	7	4	194
26	15	15	0	124
27	14	1	2	99
28	19	6	3	131
29	19	13	0	67
30	17	8	3	138
31	10	16	3	235
32	12	0	0	183
33	1	19	1	139
34	14	8	2	89
35	2	16	3	108
36	14	4	3	231
37	3	17	4	54
38	8	1	3	119
39	7	12	4	188
40	19	7	3	247
41	8	5	3	87
42	8	19	1	117
43	5	8	2	136
44	17	11	4	161
45	5	15	0	208
46	10	15	1	109
47	5	14	2	97
48	18	14	3	99
49	3	8	0	132
50	4	10	3	120
51	7	8	1	188
52	14	10	2	225
53	12	1	1	69
54	4	6	3	89
55	8	17	2	247
56	7	5	0	140
57	9	19	1	210
58	7	13	1	116
59	6	14	1	171
60	17	7	4	58
61	3	8	0	163
62	4	8	4	97
63	15	11	4	229
64	10	4	0	143
65	13	18	2	64
66	1	6	2	144
67	11	5	4	223
68	5	5	1	227
69	3	9	4	161
70	7	15	4	98
71	18	3	0	243
72	8	7	0	225
73	16	19	2	103
74	10	19	0	99
75	5	16	3	109
76	1	6	3	246
77	10	14	0	233
78	9	13	1	147
79	17	4	0	172
80	11	13	0	151
81	11	7	2	121
82	6	18	2	97
83	17	18	4	117
84	17	13	3	217
85	13	7	3	97
86	14	1	3	219
87	16	13	2	180
88	17	11	0	222
89	10	9	2	124
90	18	19	1	99
91	17	11	2	203
92	16	13	2	219
93	13	18	4	176
94	9	2	3	211
95	1	19	4	235
96	7	1	2	52
97	7	5	0	163
98	10	13	1	209
99	5	1	0	179
100	19	1	2	248
101	0	17	4	172
102	19	15	2	236
103	8	9	4	63
104	0	4	1	146
105	5	4	1	64
106	5	11	2	213
107	5	15	1	190
108	15	9	0	179
109	12	2	4	153
110	14	18	4	230
111	6	6	1	55
112	7	3	4	188
113	14	6	2	103
114	18	3	4	99
115	14	18	0	205
116	11	19	2	202
117	5	19	0	221
118	2	2	4	119
119	0	3	4	243
120	9	9	1	126
121	10	8	3	162
122	7	7	3	226
123	17	15	4	124
124	1	15	4	170
125	1	6	0	225
126	0	13	3	192
127	1	8	3	226
128	2	19	4	242
129	17	5	1	134
130	19	9	0	69
131	4	17	3	239
132	16	11	4	195
133	11	8	2	180
134	4	1	1	183
135	1	18	4	154
136	14	9	2	75
137	0	14	1	123
138	18	7	0	204
139	4	9	3	169
140	2	17	1	80
141	17	7	0	249
142	9	12	3	153
143	19	1	2	99
144	11	17	3	215
145	15	7	2	158
146	11	3	4	102
147	8	18	3	189
148	4	16	1	123
149	4	4	3	165
150	3	16	3	215
151	16	2	3	102
152	6	11	1	142
153	10	2	4	188
154	8	5	1	58
155	3	12	4	233
156	18	19	4	117
157	10	14	4	151
158	8	10	2	119
159	3	15	4	107
160	14	13	2	131
161	19	12	2	73
162	0	16	1	127
163	6	18	4	89
164	9	3	2	103
165	16	13	1	244
166	5	11	0	186
167	11	13	0	92
168	2	4	3	56
169	3	15	4	231
170	5	13	4	126
171	16	18	0	91
172	8	8	4	243
173	3	11	0	239
174	15	1	0	126
175	18	13	3	202
176	1	3	1	122
177	18	0	0	130
178	1	7	4	194
179	4	4	4	110
180	11	17	2	234
181	3	16	1	230
182	6	9	3	57
183	2	15	0	209
184	6	14	4	174
185	19	6	0	224
186	8	7	4	97
187	2	3	3	118
188	14	19	1	90
189	10	2	3	149
190	11	5	3	68
191	2	3	1	163
192	14	1	1	50
193	0	15	1	102
194	17	13	2	228
195	12	7	4	182
196	1	0	3	212
197	0	16	1	197
198	16	0	2	173
199	17	6	3	127
200	1	6	0	115
201	6	10	3	225
202	15	0	4	173
203	8	2	1	105
204	13	16	1	144
205	7	7	1	137
206	9	5	0	185
207	2	12	1	222
208	0	14	0	242
209	14	11	2	101
210	2	15	4	213
211	0	8	3	241
212	13	1	3	123
213	19	13	0	203
214	17	18	2	135
215	19	0	1	146
216	18	11	1	193
217	17	5	1	203
218	9	18	1	84
219	0	19	1	146
220	10	13	0	53
221	0	6	4	65
222	0	16	2	201
223	16	19	4	155
224	9	13	2	132
225	3	7	4	196
226	8	9	2	214
227	16	15	0	57
228	18	11	0	228
229	6	11	2	249
230	12	11	4	138
231	9	6	2	106
232	16	11	2	95
233	14	15	0	179
234	17	16	2	61
235	1	4	2	241
236	10	9	2	229
237	4	12	4	136
238	15	7	3	97
239	15	3	1	172
240	17	15	2	249
241	18	9	2	239
242	1	9	2	111
243	16	19	0	106
244	13	0	0	219
245	11	5	2	211
246	12	9	1	94
247	10	13	2	166
248	4	16	2	182
249	17	11	1	127
250	4	5	0	93
251	0	1	0	108
252	16	8	4	97
253	5	15	3	208
254	2	17	0	88
255	0	16	0	56
256	12	13	3	228
257	19	9	1	239
258	3	5	0	199
259	7	6	2	76
260	15	3	3	191
261	11	11	3	92
262	15	4	0	59
263	14	18	1	217
264	4	2	2	233
265	7	15	4	106
266	0	4	4	97
267	13	14	0	82
268	12	17	2	67
269	13	2	0	158
270	12	18	4	224
271	11	14	3	248
272	14	15	3	116
273	9	17	3	114
274	12	18	4	135
275	4	12	1	66
276	10	9	2	116
277	4	6	3	88
278	17	12	0	250
279	4	0	4	187
280	3	19	4	122
281	12	2	1	128
282	6	4	0	75
283	18	1	2	224
284	6	3	1	71
285	5	0	2	80
286	11	9	3	67
287	10	1	0	120
288	4	3	4	164
289	2	1	3	180
290	5	3	0	105
291	11	6	1	248
292	0	0	1	233
293	4	2	0	148
294	17	8	0	142
295	17	10	2	115
296	2	10	0	74
297	15	4	4	243
298	0	0	4	93
299	3	17	2	153
300	10	5	1	218
