#Fusion Events Log:
#evnt, fam1, fam2, gen, spliceLoc
0	19	2	2	172
1	15	8	1	200
2	17	5	0	211
3	15	0	0	64
4	8	15	2	103
5	16	0	4	192
6	9	7	2	203
7	9	7	2	191
8	14	19	2	218
9	3	16	4	204
10	3	17	2	195
11	8	8	2	237
12	15	10	4	225
13	4	10	3	152
14	12	16	0	100
15	4	7	0	114
16	13	11	2	69
17	1	13	4	216
18	12	17	2	238
19	9	8	1	133
20	0	12	4	176
21	9	18	0	143
22	10	7	1	159
23	8	1	1	81
24	9	17	1	61
25	7	4	1	138
26	14	10	2	217
27	5	2	2	231
28	18	3	2	180
29	11	6	4	242
30	12	3	2	155
31	12	16	1	185
32	5	9	4	185
33	16	7	3	159
34	7	2	0	159
35	15	18	4	54
36	15	11	0	65
37	19	9	1	214
38	10	16	2	80
39	7	1	1	206
40	5	6	1	229
41	13	10	4	204
42	11	1	2	84
43	12	14	1	214
44	7	4	4	142
45	6	5	0	234
46	1	3	2	244
47	10	18	4	234
48	11	5	0	142
49	18	6	4	58
50	15	17	1	220
51	12	16	1	52
52	15	1	1	218
53	10	15	4	130
54	8	11	2	179
55	0	14	2	52
56	10	9	0	62
57	12	10	0	203
58	5	19	1	157
59	10	11	2	67
60	10	16	3	208
61	17	6	3	84
62	10	7	2	155
63	17	10	0	121
64	4	3	3	92
65	18	8	3	97
66	15	8	2	140
67	6	14	1	169
68	19	17	3	95
69	9	15	3	162
70	11	2	3	201
71	11	12	0	59
72	1	5	3	106
73	5	1	2	219
74	4	15	2	63
75	4	7	4	162
76	3	15	1	250
77	10	12	4	146
78	16	10	3	231
79	17	10	3	241
80	6	10	4	212
81	3	5	0	221
82	6	8	4	169
83	18	10	3	209
84	1	9	2	79
85	7	13	3	60
86	18	7	1	140
87	11	7	3	171
88	4	15	3	91
89	7	12	3	50
90	11	11	3	159
91	4	17	0	133
92	5	9	3	163
93	13	3	0	59
94	18	12	3	131
95	2	0	1	65
96	3	5	2	127
97	17	2	3	50
98	3	11	2	197
99	0	9	1	195
100	9	7	0	230
101	10	5	2	174
102	0	14	4	212
103	6	10	1	89
104	9	13	2	242
105	9	6	4	224
106	8	2	4	213
107	19	15	1	50
108	14	18	3	63
109	19	0	2	229
110	19	12	1	216
111	1	18	2	54
112	9	1	3	103
113	10	2	0	230
114	19	4	4	117
115	9	10	0	125
116	7	16	2	173
117	0	7	1	235
118	15	18	1	219
119	2	8	4	192
120	15	8	2	182
121	1	19	1	87
122	5	7	0	221
123	9	10	3	111
124	16	18	1	184
125	2	16	1	208
126	9	15	0	128
127	0	14	1	168
128	11	4	4	228
129	6	6	2	72
130	4	13	4	245
131	13	2	0	172
132	12	13	4	211
133	15	11	4	177
134	19	3	3	109
135	18	0	2	172
136	4	7	3	224
137	11	18	3	55
138	8	17	1	200
139	14	1	4	195
140	16	12	2	210
141	13	17	4	174
142	14	19	1	209
143	18	12	2	129
144	17	16	4	124
145	15	4	3	226
146	5	2	4	143
147	8	17	4	98
148	16	8	0	51
149	15	16	3	191
150	6	7	4	199
151	0	13	1	78
152	13	10	4	245
153	15	8	3	135
154	0	5	0	89
155	8	9	1	238
156	7	8	3	91
157	4	8	0	169
158	8	11	0	151
159	14	5	0	113
160	6	13	0	98
161	0	9	0	180
162	8	6	0	93
163	11	8	0	146
164	18	2	3	97
165	8	0	0	156
166	5	17	4	90
167	8	5	4	104
168	19	16	2	192
169	0	11	4	180
170	5	9	4	168
171	12	18	2	122
172	16	8	2	147
173	11	11	1	133
174	15	0	1	53
175	1	13	3	226
176	16	17	0	100
177	0	1	2	97
178	10	4	2	71
179	6	15	4	57
180	13	17	2	137
181	16	2	0	75
182	19	0	1	169
183	17	11	3	210
184	4	3	4	239
185	11	8	4	242
186	0	8	0	97
187	16	16	1	104
188	1	12	3	166
189	11	15	3	240
190	0	7	4	126
191	15	19	3	106
192	0	2	3	75
193	13	13	1	170
194	18	11	0	182
195	10	12	4	81
196	18	15	4	75
197	9	3	4	138
198	14	9	3	174
199	13	10	2	75
200	8	13	3	130
201	17	7	0	101
202	5	12	1	208
203	3	7	1	194
204	0	11	2	73
205	15	11	2	183
206	4	12	0	79
207	7	18	1	219
208	10	10	4	55
209	12	4	2	86
210	17	8	4	249
211	17	7	3	199
212	15	0	0	170
213	11	17	1	148
214	1	18	0	103
215	9	9	0	77
216	19	15	2	98
217	7	12	1	80
218	9	9	0	139
219	0	14	3	109
220	5	9	0	65
221	1	13	2	100
222	9	6	0	97
223	12	4	0	125
224	13	15	0	123
225	14	13	0	92
226	13	3	0	250
227	7	5	3	77
228	7	7	4	178
229	10	15	2	103
230	6	18	0	204
231	17	18	4	224
232	17	0	2	150
233	2	0	2	194
234	12	12	0	63
235	19	7	0	225
236	12	14	2	122
237	16	13	1	122
238	19	10	1	227
239	14	0	3	71
240	7	4	0	61
241	2	3	4	98
242	9	2	3	143
243	0	11	2	77
244	7	1	0	222
245	2	0	3	219
246	1	18	2	120
247	7	11	1	188
248	2	19	0	118
249	7	15	4	166
250	7	1	4	208
251	7	4	4	96
252	16	12	4	78
253	7	1	3	69
254	16	19	0	214
255	18	18	3	136
